164;MUSICO
596;AUXILIAR DE LABORATORIO
515;MASSAGISTA
218;MEMBRO DO MINISTERIO PUBLICO
245;TECNICO DE MINERACAO METALURGIA E GEOLOGIA
137;RELACOESPUBLICAS
110;AGENTE POSTAL
704;TRABALHADOR EM ATIVIDADE DE PROCESSAMENTO QUIMICO
272;PRESIDENTE DA REPUBLICA
191;ESCULTOR PINTOR ARTISTA PLASTICO E ASSEMELHADOS
542;ELETRICISTA DE MANUTENCAO DE VEICULOS AUTOMOTORES E APARELHOS
