131;ADVOGADO
536;TAXISTA
266;PROFESSOR DE ENSINO MEDIO
239;SERRALHEIRO
293;SERVENTUARIO DE JUSTICA
158;TECNICO EM INFORMATICA
401;SUPERVISOR INSPETOR E AGENTE DE COMPRAS E VENDAS
104;QUIMICO
590;AGENTE DE VIAGEM
185;ESCRITOR E CRITICO
212;DIPLOMATA
