713;CARPINTEIRO MARCENEIRO E ASSEMELHADOS
254;VIGILANTE
227;OPERADOR DE IMPLEMENTO DE AGRICULTURA PECUARIA E EXPLORACAO FLORESTAL
119;ALMOXARIFE
605;GARIMPEIRO
200;HISTORIADOR
173;CONTROLADOR DE TRAFEGO AEREO
146;CARVOEIRO
902;PROPRIETARIO DE ESTABELECIMENTO COMERCIAL
