101;ENGENHEIRO
155;TECNICO DE MECANICA
128;ASTRONOMO
398;TELEFONISTA
263;BIOLOGO
182;COMISSARIO DE BORDO
209;LAVANDEIRO TINTUREIRO E ASSEMELHADOS
236;RELOJOEIRO E MONTADOR DE INSTRUMENTO DE PRECISAO
533;CONTRAMESTRE DE EMBARCACOES
