606;TRABALHADOR RURAL
390;SECRETARIO E DATILOGRAFO
228;PADEIRO CONFEITEIRO E ASSEMELHADOS
255;ZOOTECNISTA
120;ANTROPOLOGO
147;CATADOR DE RECICLAVEIS
714;TRABALHADOR DE FABRICACAO DE PAPEL E PAPELAO
174;CORTADOR POLIDOR E GRAVADOR DE PEDRAS
201;SENADOR DEPUTADO E VEREADOR
903;PROPRIETARIO DE ESTABELECIMENTO INDUSTRIAL
