258;BOMBEIRO MILITAR
150;CHAVEIRO
717;JOALHEIRO E OURIVES
231;PETROLEIRO
177;DETETIVE PARTICULAR
123;MATEMATICO E ATUARIO
393;SECRETARIOESTENOGRAFODATILOGRAFORECEPCIONISTATELEFONISTATAQUIGRAF
501;PORTEIRO DE EDIFICIO ASCENSORISTA GARAGISTA FAXINEIRO E ZELADOR
906;PROPRIETARIO DE IMOVEL RECEBENDO RENDIMENTO DE ALUGUEL
