403;CORRETOR DE IMOVEIS SEGUROS TITULOS E VALORES
295;MEMBRO DAS FORCAS ARMADAS
214;ESCULTOR E PINTOR
241;TAPECEIRO
160;COBRADOR DE TRANSPORTE COLETIVO
592;PROTETICO
133;SOCIOLOGO
187;FERROVIARIO
106;FISICO
511;CABELEIREIRO BARBEIRO MANICURE MAQUILADOR ESTETICISTA E MASSAGISTA
